yourlist:M201803228A530B6CA0138AFAA6D2B97CE8C2A924102F3CB	Entry	Entry name	Gene names	Organism
P30203	P30203	CD6_HUMAN	CD6	Homo sapiens (Human)
P07320	P07320	CRGD_HUMAN	CRYGD CRYG4	Homo sapiens (Human)
Q3KR16	Q3KR16	PKHG6_HUMAN	PLEKHG6	Homo sapiens (Human)
Q9H2D6	Q9H2D6	TARA_HUMAN	TRIOBP KIAA1662 TARA HRIHFB2122	Homo sapiens (Human)
Q8N6F7	Q8N6F7	GCSAM_HUMAN	GCSAM GAL GCET2	Homo sapiens (Human)
Q9Y365	Q9Y365	STA10_HUMAN	STARD10 SDCCAG28 CGI-52	Homo sapiens (Human)
Q2M2Z5	Q2M2Z5	KIZ_HUMAN	KIZ C20orf19 NCRNA00153 PLK1S1 HT013	Homo sapiens (Human)
Q9BVS4	Q9BVS4	RIOK2_HUMAN	RIOK2 RIO2	Homo sapiens (Human)
O60447	O60447	EVI5_HUMAN	EVI5 NB4S	Homo sapiens (Human)
Q9Y5V3	Q9Y5V3	MAGD1_HUMAN	MAGED1 NRAGE PP2250 PRO2292	Homo sapiens (Human)
Q9UBS3	Q9UBS3	DNJB9_HUMAN	DNAJB9 MDG1 UNQ743/PRO1471	Homo sapiens (Human)
Q8IZT6	Q8IZT6	ASPM_HUMAN	ASPM MCPH5	Homo sapiens (Human)
P0CAP2	P0CAP2	GRL1A_HUMAN	POLR2M GRINL1A	Homo sapiens (Human)
Q9ULC6	Q9ULC6	PADI1_HUMAN	PADI1 PAD1 PDI1	Homo sapiens (Human)
Q9H6E5	Q9H6E5	STPAP_HUMAN	TUT1 RBM21	Homo sapiens (Human)
Q13867	Q13867	BLMH_HUMAN	BLMH	Homo sapiens (Human)
Q9BYV9	Q9BYV9	BACH2_HUMAN	BACH2	Homo sapiens (Human)
Q6W2J9	Q6W2J9	BCOR_HUMAN	BCOR KIAA1575	Homo sapiens (Human)
Q8N143	Q8N143	BCL6B_HUMAN	BCL6B BAZF ZNF62	Homo sapiens (Human)
Q9H165	Q9H165	BC11A_HUMAN	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens (Human)
Q92995	Q92995	UBP13_HUMAN	USP13 ISOT3	Homo sapiens (Human)
Q96QZ7	Q96QZ7	MAGI1_HUMAN	MAGI1 AIP3 BAIAP1 BAP1 TNRC19	Homo sapiens (Human)
P34998	P34998	CRFR1_HUMAN	CRHR1 CRFR CRFR1 CRHR	Homo sapiens (Human)
Q9GZP9	Q9GZP9	DERL2_HUMAN	DERL2 DER2 FLANA CGI-101 SBBI53	Homo sapiens (Human)
Q9Y2M5	Q9Y2M5	KLH20_HUMAN	KLHL20 KLEIP KLHLX	Homo sapiens (Human)
Q9BWX5	Q9BWX5	GATA5_HUMAN	GATA5	Homo sapiens (Human)
Q99259	Q99259	DCE1_HUMAN	GAD1 GAD GAD67	Homo sapiens (Human)
Q05329	Q05329	DCE2_HUMAN	GAD2 GAD65	Homo sapiens (Human)
P78318	P78318	IGBP1_HUMAN	IGBP1 IBP1	Homo sapiens (Human)
Q9HD47	Q9HD47	MOG1_HUMAN	RANGRF MOG1 RANGNRF HSPC165 HSPC236 MDS5	Homo sapiens (Human)
V9HW25	V9HW25	V9HW25_HUMAN	HEL-S-273	Homo sapiens (Human)
Q7Z6G3	Q7Z6G3	NECA2_HUMAN	NECAB2 EFCBP2	Homo sapiens (Human)
Q01534	Q01534	TSPY1_HUMAN	TSPY1 TSPY	Homo sapiens (Human)
P31274	P31274	HXC9_HUMAN	HOXC9 HOX3B	Homo sapiens (Human)
Q9UKT9	Q9UKT9	IKZF3_HUMAN	IKZF3 ZNFN1A3	Homo sapiens (Human)
O00168	O00168	PLM_HUMAN	FXYD1 PLM	Homo sapiens (Human)
Q14696	Q14696	MESD_HUMAN	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369	Homo sapiens (Human)
Q9NPC2	Q9NPC2	KCNK9_HUMAN	KCNK9 TASK3	Homo sapiens (Human)
Q01954	Q01954	BNC1_HUMAN	BNC1 BNC	Homo sapiens (Human)
Q9BYG3	Q9BYG3	MK67I_HUMAN	NIFK MKI67IP NOPP34	Homo sapiens (Human)
P17812	P17812	PYRG1_HUMAN	CTPS1 CTPS	Homo sapiens (Human)
O15270	O15270	SPTC2_HUMAN	SPTLC2 KIAA0526 LCB2	Homo sapiens (Human)
O43164	O43164	PJA2_HUMAN	PJA2 KIAA0438 RNF131	Homo sapiens (Human)
O94989	O94989	ARHGF_HUMAN	ARHGEF15 KIAA0915	Homo sapiens (Human)
O95140	O95140	MFN2_HUMAN	MFN2 CPRP1 KIAA0214	Homo sapiens (Human)
O15354	O15354	GPR37_HUMAN	GPR37	Homo sapiens (Human)
Q9BT88	Q9BT88	SYT11_HUMAN	SYT11 KIAA0080	Homo sapiens (Human)
O43610	O43610	SPY3_HUMAN	SPRY3	Homo sapiens (Human)
Q12988	Q12988	HSPB3_HUMAN	HSPB3 HSP27 HSPL27	Homo sapiens (Human)
Q9Y2Y9	Q9Y2Y9	KLF13_HUMAN	KLF13 BTEB3 NSLP1	Homo sapiens (Human)
Q8IWL1	Q8IWL1	SFPA2_HUMAN	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B	Homo sapiens (Human)
Q7Z589	Q7Z589	EMSY_HUMAN	EMSY C11orf30 GL002	Homo sapiens (Human)
O60879	O60879	DIAP2_HUMAN	DIAPH2 DIA	Homo sapiens (Human)
Q9NZC4	Q9NZC4	EHF_HUMAN	EHF ESE3 ESE3B ESEJ	Homo sapiens (Human)
Q8N0W4	Q8N0W4	NLGNX_HUMAN	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701	Homo sapiens (Human)
Q13724	Q13724	MOGS_HUMAN	MOGS GCS1	Homo sapiens (Human)
Q9UI36	Q9UI36	DACH1_HUMAN	DACH1 DACH	Homo sapiens (Human)
Q9UGU0	Q9UGU0	TCF20_HUMAN	TCF20 KIAA0292 SPBP	Homo sapiens (Human)
Q5TA31	Q5TA31	RN187_HUMAN	RNF187	Homo sapiens (Human)
Q9H7P9	Q9H7P9	PKHG2_HUMAN	PLEKHG2	Homo sapiens (Human)
Q16658	Q16658	FSCN1_HUMAN	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)
P23409	P23409	MYF6_HUMAN	MYF6 BHLHC4 MRF4	Homo sapiens (Human)
Q9NTM9	Q9NTM9	CUTC_HUMAN	CUTC CGI-32	Homo sapiens (Human)
Q8WWK9	Q8WWK9	CKAP2_HUMAN	CKAP2 LB1 TMAP	Homo sapiens (Human)
P10916	P10916	MLRV_HUMAN	MYL2 MLC2	Homo sapiens (Human)
Q9H410	Q9H410	DSN1_HUMAN	DSN1 C20orf172 MIS13	Homo sapiens (Human)
O95180	O95180	CAC1H_HUMAN	CACNA1H	Homo sapiens (Human)
P12524	P12524	MYCL_HUMAN	MYCL BHLHE38 LMYC MYCL1	Homo sapiens (Human)
Q8NB16	Q8NB16	MLKL_HUMAN	MLKL	Homo sapiens (Human)
P06737	P06737	PYGL_HUMAN	PYGL	Homo sapiens (Human)
Q9NVI7	Q9NVI7	ATD3A_HUMAN	ATAD3A	Homo sapiens (Human)
Q00325	Q00325	MPCP_HUMAN	SLC25A3 PHC OK/SW-cl.48	Homo sapiens (Human)
O95411	O95411	TIAF1_HUMAN	TIAF1	Homo sapiens (Human)
Q69YQ0	Q69YQ0	CYTSA_HUMAN	SPECC1L CYTSA KIAA0376	Homo sapiens (Human)
P80723	P80723	BASP1_HUMAN	BASP1 NAP22	Homo sapiens (Human)
Q9BQI0	Q9BQI0	AIF1L_HUMAN	AIF1L C9orf58 IBA2 UNQ672/PRO1306	Homo sapiens (Human)
Q9BRK4	Q9BRK4	LZTS2_HUMAN	LZTS2 KIAA1813 LAPSER1	Homo sapiens (Human)
B0AZM9	B0AZM9	B0AZM9_HUMAN		Homo sapiens (Human)
Q14807	Q14807	KIF22_HUMAN	KIF22 KID KNSL4	Homo sapiens (Human)
O95202	O95202	LETM1_HUMAN	LETM1	Homo sapiens (Human)
P51116	P51116	FXR2_HUMAN	FXR2 FMR1L2	Homo sapiens (Human)
Q9NVV4	Q9NVV4	PAPD1_HUMAN	MTPAP PAPD1	Homo sapiens (Human)
O75044	O75044	SRGP2_HUMAN	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A	Homo sapiens (Human)
Q96Q89	Q96Q89	KI20B_HUMAN	KIF20B KRMP1 MPHOSPH1	Homo sapiens (Human)
Q9H0Z9	Q9H0Z9	RBM38_HUMAN	RBM38 RNPC1 SEB4	Homo sapiens (Human)
P35575	P35575	G6PC_HUMAN	G6PC G6PT	Homo sapiens (Human)
Q9H853	Q9H853	TBA4B_HUMAN	TUBA4B TUBA4	Homo sapiens (Human)
Q5T9L3	Q5T9L3	WLS_HUMAN	WLS C1orf139 GPR177 UNQ85/PRO18667	Homo sapiens (Human)
Q9NRD9	Q9NRD9	DUOX1_HUMAN	DUOX1 DUOX LNOX1 THOX1	Homo sapiens (Human)
Q9UNQ0	Q9UNQ0	ABCG2_HUMAN	ABCG2 ABCP BCRP BCRP1 MXR	Homo sapiens (Human)
P00439	P00439	PH4H_HUMAN	PAH	Homo sapiens (Human)
Q7L7L0	Q7L7L0	H2A3_HUMAN	HIST3H2A	Homo sapiens (Human)
P04553	P04553	HSP1_HUMAN	PRM1	Homo sapiens (Human)
Q8IWU9	Q8IWU9	TPH2_HUMAN	TPH2 NTPH	Homo sapiens (Human)
Q9NXH3	Q9NXH3	PP14D_HUMAN	PPP1R14D GBPI	Homo sapiens (Human)
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)
P21397	P21397	AOFA_HUMAN	MAOA	Homo sapiens (Human)
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3 ADDL	Homo sapiens (Human)
O75995	O75995	SASH3_HUMAN	SASH3 CXorf9 SLY	Homo sapiens (Human)
Q9UQD0	Q9UQD0	SCN8A_HUMAN	SCN8A MED	Homo sapiens (Human)
O43257	O43257	ZNHI1_HUMAN	ZNHIT1 CGBP1 ZNFN4A1	Homo sapiens (Human)
Q9C0H9	Q9C0H9	SRCN1_HUMAN	SRCIN1 KIAA1684 P140	Homo sapiens (Human)
Q15014	Q15014	MO4L2_HUMAN	MORF4L2 KIAA0026 MRGX	Homo sapiens (Human)
Q15019	Q15019	SEPT2_HUMAN	SEPT2 DIFF6 KIAA0158 NEDD5	Homo sapiens (Human)
Q14739	Q14739	LBR_HUMAN	LBR	Homo sapiens (Human)
O43865	O43865	SAHH2_HUMAN	AHCYL1 DCAL IRBIT XPVKONA	Homo sapiens (Human)
O76054	O76054	S14L2_HUMAN	SEC14L2 C22orf6 KIAA1186 KIAA1658	Homo sapiens (Human)
P14735	P14735	IDE_HUMAN	IDE	Homo sapiens (Human)
Q9BW19	Q9BW19	KIFC1_HUMAN	KIFC1 HSET KNSL2	Homo sapiens (Human)
Q9UH92	Q9UH92	MLX_HUMAN	MLX BHLHD13 TCFL4	Homo sapiens (Human)
P35498	P35498	SCN1A_HUMAN	SCN1A NAC1 SCN1	Homo sapiens (Human)
Q9NY46	Q9NY46	SCN3A_HUMAN	SCN3A KIAA1356 NAC3	Homo sapiens (Human)
Q99250	Q99250	SCN2A_HUMAN	SCN2A NAC2 SCN2A1 SCN2A2	Homo sapiens (Human)
Q9P126	Q9P126	CLC1B_HUMAN	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)
P51582	P51582	P2RY4_HUMAN	P2RY4 NRU	Homo sapiens (Human)
O60266	O60266	ADCY3_HUMAN	ADCY3 KIAA0511	Homo sapiens (Human)
Q9BSD8	Q9BSD8	Q9BSD8_HUMAN		Homo sapiens (Human)
Q9Y2V2	Q9Y2V2	CHSP1_HUMAN	CARHSP1	Homo sapiens (Human)
O14709	O14709	ZN197_HUMAN	ZNF197 ZKSCAN9 ZNF166	Homo sapiens (Human)
O60765	O60765	Z354A_HUMAN	ZNF354A EZNF HKL1 TCF17	Homo sapiens (Human)
P21506	P21506	ZNF10_HUMAN	ZNF10 KOX1	Homo sapiens (Human)
Q96SR6	Q96SR6	ZN382_HUMAN	ZNF382	Homo sapiens (Human)
Q14140	Q14140	SRTD2_HUMAN	SERTAD2 KIAA0127	Homo sapiens (Human)
Q9UQ90	Q9UQ90	SPG7_HUMAN	SPG7 CAR CMAR PGN	Homo sapiens (Human)
Q9UBF1	Q9UBF1	MAGC2_HUMAN	MAGEC2 HCA587 MAGEE1	Homo sapiens (Human)
Q9BZE0	Q9BZE0	GLIS2_HUMAN	GLIS2 NKL	Homo sapiens (Human)
Q8NEA6	Q8NEA6	GLIS3_HUMAN	GLIS3 ZNF515	Homo sapiens (Human)
Q9P0X4	Q9P0X4	CAC1I_HUMAN	CACNA1I KIAA1120	Homo sapiens (Human)
Q5T9A4	Q5T9A4	ATD3B_HUMAN	ATAD3B KIAA1273 TOB3	Homo sapiens (Human)
Q6PIL6	Q6PIL6	KCIP4_HUMAN	KCNIP4 CALP KCHIP4	Homo sapiens (Human)
Q9NP97	Q9NP97	DLRB1_HUMAN	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	Homo sapiens (Human)
O15266	O15266	SHOX_HUMAN	SHOX PHOG	Homo sapiens (Human)
P33527	P33527	MRP1_HUMAN	ABCC1 MRP MRP1	Homo sapiens (Human)
O76061	O76061	STC2_HUMAN	STC2	Homo sapiens (Human)
P33316	P33316	DUT_HUMAN	DUT	Homo sapiens (Human)
O43852	O43852	CALU_HUMAN	CALU	Homo sapiens (Human)
P04818	P04818	TYSY_HUMAN	TYMS TS OK/SW-cl.29	Homo sapiens (Human)
Q92688	Q92688	AN32B_HUMAN	ANP32B APRIL PHAPI2	Homo sapiens (Human)
Q13829	Q13829	BACD2_HUMAN	TNFAIP1 BACURD2 EDP1	Homo sapiens (Human)
Q03014	Q03014	HHEX_HUMAN	HHEX HEX PRH PRHX	Homo sapiens (Human)
Q16820	Q16820	MEP1B_HUMAN	MEP1B	Homo sapiens (Human)
P20930	P20930	FILA_HUMAN	FLG	Homo sapiens (Human)
Q16613	Q16613	SNAT_HUMAN	AANAT SNAT	Homo sapiens (Human)
Q06265	Q06265	EXOS9_HUMAN	EXOSC9 PMSCL1	Homo sapiens (Human)
O14529	O14529	CUX2_HUMAN	CUX2 CUTL2 KIAA0293	Homo sapiens (Human)
Q9BWD1	Q9BWD1	THIC_HUMAN	ACAT2 ACTL	Homo sapiens (Human)
Q9UN36	Q9UN36	NDRG2_HUMAN	NDRG2 KIAA1248 SYLD	Homo sapiens (Human)
O94808	O94808	GFPT2_HUMAN	GFPT2	Homo sapiens (Human)
P01036	P01036	CYTS_HUMAN	CST4	Homo sapiens (Human)
P43320	P43320	CRBB2_HUMAN	CRYBB2 CRYB2 CRYB2A	Homo sapiens (Human)
Q9UHC3	Q9UHC3	ASIC3_HUMAN	ASIC3 ACCN3 SLNAC1 TNAC1	Homo sapiens (Human)
P28476	P28476	GBRR2_HUMAN	GABRR2	Homo sapiens (Human)
Q9UEE9	Q9UEE9	CFDP1_HUMAN	CFDP1 BCNT CENP-29	Homo sapiens (Human)
O43427	O43427	FIBP_HUMAN	FIBP	Homo sapiens (Human)
Q6UW60	Q6UW60	PCSK4_HUMAN	PCSK4 PC4 UNQ2757/PRO6496	Homo sapiens (Human)
P30519	P30519	HMOX2_HUMAN	HMOX2 HO2	Homo sapiens (Human)
O43156	O43156	TTI1_HUMAN	TTI1 KIAA0406 SMG10	Homo sapiens (Human)
Q2V2M9	Q2V2M9	FHOD3_HUMAN	FHOD3 FHOS2 KIAA1695	Homo sapiens (Human)
Q9Y5J1	Q9Y5J1	UTP18_HUMAN	UTP18 WDR50 CDABP0061 CGI-48	Homo sapiens (Human)
Q9BSK3	Q9BSK3	Q9BSK3_HUMAN		Homo sapiens (Human)
K9JA46	K9JA46	K9JA46_HUMAN	EL52 HEL-S-65p HSP90AA1 hCG_1814169	Homo sapiens (Human)
Q86SX1	Q86SX1	Q86SX1_HUMAN		Homo sapiens (Human)
B3KPF0	B3KPF0	B3KPF0_HUMAN		Homo sapiens (Human)
P55011	P55011	S12A2_HUMAN	SLC12A2 NKCC1	Homo sapiens (Human)
P55017	P55017	S12A3_HUMAN	SLC12A3 NCC TSC	Homo sapiens (Human)
Q9NPC1	Q9NPC1	LT4R2_HUMAN	LTB4R2 BLT2R BLTR2	Homo sapiens (Human)
Q76M96	Q76M96	CCD80_HUMAN	CCDC80 DRO1 URB HBE245	Homo sapiens (Human)
P52943	P52943	CRIP2_HUMAN	CRIP2 CRP2	Homo sapiens (Human)
Q9UH03	Q9UH03	SEPT3_HUMAN	SEPT3 SEP3	Homo sapiens (Human)
Q5VSY0	Q5VSY0	GKAP1_HUMAN	GKAP1 GKAP42 FKSG21	Homo sapiens (Human)
P60981	P60981	DEST_HUMAN	DSTN ACTDP DSN	Homo sapiens (Human)
Q9BR76	Q9BR76	COR1B_HUMAN	CORO1B	Homo sapiens (Human)
V9HWI5	V9HWI5	V9HWI5_HUMAN	HEL-S-15 CFL1 hCG_2039457	Homo sapiens (Human)
Q9Y232	Q9Y232	CDYL_HUMAN	CDYL CDYL1	Homo sapiens (Human)
Q9BRL6	Q9BRL6	SRSF8_HUMAN	SRSF8 SFRS2B SRP46	Homo sapiens (Human)
Q9BQL6	Q9BQL6	FERM1_HUMAN	FERMT1 C20orf42 KIND1 URP1	Homo sapiens (Human)
Q9NQ38	Q9NQ38	ISK5_HUMAN	SPINK5	Homo sapiens (Human)
Q86Y22	Q86Y22	CONA1_HUMAN	COL23A1	Homo sapiens (Human)
Q9NQX7	Q9NQX7	ITM2C_HUMAN	ITM2C BRI3 hucep-14 NPD018 PSEC0047	Homo sapiens (Human)
Q9UK23	Q9UK23	NAGPA_HUMAN	NAGPA	Homo sapiens (Human)
B2RB33	B2RB33	B2RB33_HUMAN		Homo sapiens (Human)
B3KWN9	B3KWN9	B3KWN9_HUMAN		Homo sapiens (Human)
Q9Y3T9	Q9Y3T9	NOC2L_HUMAN	NOC2L NIR	Homo sapiens (Human)
Q9HBI0	Q9HBI0	PARVG_HUMAN	PARVG	Homo sapiens (Human)
Q8TAE6	Q8TAE6	PP14C_HUMAN	PPP1R14C KEPI	Homo sapiens (Human)
Q7Z4I7	Q7Z4I7	LIMS2_HUMAN	LIMS2 PINCH2	Homo sapiens (Human)
B2RAH5	B2RAH5	B2RAH5_HUMAN		Homo sapiens (Human)
Q96EV8	Q96EV8	DTBP1_HUMAN	DTNBP1 BLOC1S8 My031	Homo sapiens (Human)
Q96F86	Q96F86	EDC3_HUMAN	EDC3 LSM16 YJDC YJEFN2 PP844	Homo sapiens (Human)
Q9Y3C4	Q9Y3C4	TPRKB_HUMAN	TPRKB CGI-121 My019	Homo sapiens (Human)
P05091	P05091	ALDH2_HUMAN	ALDH2 ALDM	Homo sapiens (Human)
P48735	P48735	IDHP_HUMAN	IDH2	Homo sapiens (Human)
A8K341	A8K341	A8K341_HUMAN		Homo sapiens (Human)
A8K5M4	A8K5M4	A8K5M4_HUMAN		Homo sapiens (Human)
Q8WYJ6	Q8WYJ6	SEPT1_HUMAN	SEPT1 DIFF6 PNUTL3	Homo sapiens (Human)
Q08J23	Q08J23	NSUN2_HUMAN	NSUN2 SAKI TRM4	Homo sapiens (Human)
Q8NEM2	Q8NEM2	SHCBP_HUMAN	SHCBP1	Homo sapiens (Human)
Q12788	Q12788	TBL3_HUMAN	TBL3 SAZD	Homo sapiens (Human)
Q9H8Y5	Q9H8Y5	ANKZ1_HUMAN	ANKZF1 ZNF744	Homo sapiens (Human)
P17752	P17752	TPH1_HUMAN	TPH1 TPH TPRH TRPH	Homo sapiens (Human)
P14410	P14410	SUIS_HUMAN	SI	Homo sapiens (Human)
Q9NPB3	Q9NPB3	CABP2_HUMAN	CABP2	Homo sapiens (Human)
Q92681	Q92681	RSCA1_HUMAN	RSC1A1	Homo sapiens (Human)
P27707	P27707	DCK_HUMAN	DCK	Homo sapiens (Human)
Q96ID5	Q96ID5	IGS21_HUMAN	IGSF21	Homo sapiens (Human)
Q9BUN8	Q9BUN8	DERL1_HUMAN	DERL1 DER1 UNQ243/PRO276	Homo sapiens (Human)
Q92847	Q92847	GHSR_HUMAN	GHSR	Homo sapiens (Human)
P09758	P09758	TACD2_HUMAN	TACSTD2 GA733-1 M1S1 TROP2	Homo sapiens (Human)
P57682	P57682	KLF3_HUMAN	KLF3 BKLF	Homo sapiens (Human)
Q86V87	Q86V87	F16B2_HUMAN	FAM160B2 RAI16 FP13191	Homo sapiens (Human)
P20933	P20933	ASPG_HUMAN	AGA	Homo sapiens (Human)
Q14644	Q14644	RASA3_HUMAN	RASA3	Homo sapiens (Human)
Q96JZ2	Q96JZ2	HSH2D_HUMAN	HSH2D ALX	Homo sapiens (Human)
Q9UII2	Q9UII2	ATIF1_HUMAN	ATPIF1 ATPI	Homo sapiens (Human)
O75762	O75762	TRPA1_HUMAN	TRPA1 ANKTM1	Homo sapiens (Human)
Q9Y4B5	Q9Y4B5	MTCL1_HUMAN	MTCL1 CCDC165 KIAA0802 SOGA2	Homo sapiens (Human)
Q96D96	Q96D96	HVCN1_HUMAN	HVCN1 VSOP UNQ578/PRO1140	Homo sapiens (Human)
Q5RI15	Q5RI15	COX20_HUMAN	COX20 FAM36A	Homo sapiens (Human)
Q5H9F3	Q5H9F3	BCORL_HUMAN	BCORL1	Homo sapiens (Human)
Q9Y4X4	Q9Y4X4	KLF12_HUMAN	KLF12 AP2REP HSPC122	Homo sapiens (Human)
Q8TAE7	Q8TAE7	KCNG3_HUMAN	KCNG3	Homo sapiens (Human)
P17482	P17482	HXB9_HUMAN	HOXB9 HOX2E	Homo sapiens (Human)
P54296	P54296	MYOM2_HUMAN	MYOM2	Homo sapiens (Human)
Q9GZV1	Q9GZV1	ANKR2_HUMAN	ANKRD2 ARPP	Homo sapiens (Human)
P52179	P52179	MYOM1_HUMAN	MYOM1	Homo sapiens (Human)
Q86SG2	Q86SG2	ANR23_HUMAN	ANKRD23 DARP	Homo sapiens (Human)
Q15327	Q15327	ANKR1_HUMAN	ANKRD1 C193 CARP HA1A2	Homo sapiens (Human)
Q8IXI2	Q8IXI2	MIRO1_HUMAN	RHOT1 ARHT1	Homo sapiens (Human)
Q9UPY5	Q9UPY5	XCT_HUMAN	SLC7A11	Homo sapiens (Human)
Q9UM01	Q9UM01	YLAT1_HUMAN	SLC7A7	Homo sapiens (Human)
Q16206	Q16206	ENOX2_HUMAN	ENOX2 COVA1	Homo sapiens (Human)
Q9NVW2	Q9NVW2	RNF12_HUMAN	RLIM RNF12	Homo sapiens (Human)
Q9Y6X9	Q9Y6X9	MORC2_HUMAN	MORC2 KIAA0852 ZCWCC1	Homo sapiens (Human)
Q9HB09	Q9HB09	B2L12_HUMAN	BCL2L12 BPR	Homo sapiens (Human)
O14983	O14983	AT2A1_HUMAN	ATP2A1	Homo sapiens (Human)
O76036	O76036	NCTR1_HUMAN	NCR1 LY94	Homo sapiens (Human)
Q9BQ70	Q9BQ70	TCF25_HUMAN	TCF25 KIAA1049 NULP1 FKSG26	Homo sapiens (Human)
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP S100A6BP SIP PNAS-107	Homo sapiens (Human)
Q15477	Q15477	SKIV2_HUMAN	SKIV2L DDX13 SKI2W SKIV2 W	Homo sapiens (Human)
O95084	O95084	PRS23_HUMAN	PRSS23 ZSIG13 UNQ270/PRO307	Homo sapiens (Human)
P55327	P55327	TPD52_HUMAN	TPD52	Homo sapiens (Human)
P42262	P42262	GRIA2_HUMAN	GRIA2 GLUR2	Homo sapiens (Human)
Q6FIF0	Q6FIF0	ZFAN6_HUMAN	ZFAND6 AWP1 ZA20D3 HT032	Homo sapiens (Human)
A1A4S6	A1A4S6	RHG10_HUMAN	ARHGAP10 GRAF2	Homo sapiens (Human)
Q15784	Q15784	NDF2_HUMAN	NEUROD2 BHLHA1 NDRF	Homo sapiens (Human)
Q9UPQ9	Q9UPQ9	TNR6B_HUMAN	TNRC6B KIAA1093	Homo sapiens (Human)
O75154	O75154	RFIP3_HUMAN	RAB11FIP3 ARFO1 KIAA0665	Homo sapiens (Human)
Q5JSH3	Q5JSH3	WDR44_HUMAN	WDR44	Homo sapiens (Human)
Q9NZH5	Q9NZH5	PTTG2_HUMAN	PTTG2	Homo sapiens (Human)
Q9UKA4	Q9UKA4	AKA11_HUMAN	AKAP11 AKAP220 KIAA0629	Homo sapiens (Human)
P34896	P34896	GLYC_HUMAN	SHMT1	Homo sapiens (Human)
Q9GZX7	Q9GZX7	AICDA_HUMAN	AICDA AID	Homo sapiens (Human)
Q9UJY4	Q9UJY4	GGA2_HUMAN	GGA2 KIAA1080	Homo sapiens (Human)
P98088	P98088	MUC5A_HUMAN	MUC5AC MUC5	Homo sapiens (Human)
O75828	O75828	CBR3_HUMAN	CBR3	Homo sapiens (Human)
Q6P1K2	Q6P1K2	PMF1_HUMAN	PMF1	Homo sapiens (Human)
Q9UJX0	Q9UJX0	OSGI1_HUMAN	OSGIN1 OKL38	Homo sapiens (Human)
Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTPS2	Homo sapiens (Human)
Q86SS6	Q86SS6	SYT9_HUMAN	SYT9	Homo sapiens (Human)
Q9Y2B4	Q9Y2B4	T53G5_HUMAN	TP53TG5 C20orf10	Homo sapiens (Human)
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1 CGGBP	Homo sapiens (Human)
Q9HCR9	Q9HCR9	PDE11_HUMAN	PDE11A	Homo sapiens (Human)
Q6SJ96	Q6SJ96	TBPL2_HUMAN	TBPL2 TBP2 TRF3	Homo sapiens (Human)
Q96R06	Q96R06	SPAG5_HUMAN	SPAG5	Homo sapiens (Human)
Q13769	Q13769	THOC5_HUMAN	THOC5 C22orf19 KIAA0983	Homo sapiens (Human)
Q6ZMJ4	Q6ZMJ4	IL34_HUMAN	IL34 C16orf77	Homo sapiens (Human)
P55265	P55265	DSRAD_HUMAN	ADAR ADAR1 DSRAD G1P1 IFI4	Homo sapiens (Human)
P63241	P63241	IF5A1_HUMAN	EIF5A	Homo sapiens (Human)
Q9UKK6	Q9UKK6	NXT1_HUMAN	NXT1	Homo sapiens (Human)
P63272	P63272	SPT4H_HUMAN	SUPT4H1 SPT4H SUPT4H	Homo sapiens (Human)
Q92541	Q92541	RTF1_HUMAN	RTF1 KIAA0252	Homo sapiens (Human)
Q07343	Q07343	PDE4B_HUMAN	PDE4B DPDE4	Homo sapiens (Human)
Q9Y534	Q9Y534	CSDC2_HUMAN	CSDC2 PIPPIN	Homo sapiens (Human)
Q14106	Q14106	TOB2_HUMAN	TOB2 KIAA1663 TOB4 TROB2	Homo sapiens (Human)
Q92570	Q92570	NR4A3_HUMAN	NR4A3 CHN CSMF MINOR NOR1 TEC	Homo sapiens (Human)
Q53EL4	Q53EL4	Q53EL4_HUMAN		Homo sapiens (Human)
Q9H2S1	Q9H2S1	KCNN2_HUMAN	KCNN2	Homo sapiens (Human)
Q9Y5S1	Q9Y5S1	TRPV2_HUMAN	TRPV2 VRL	Homo sapiens (Human)
Q7Z417	Q7Z417	NUFP2_HUMAN	NUFIP2 KIAA1321 PIG1	Homo sapiens (Human)
Q9UHK0	Q9UHK0	NUFP1_HUMAN	NUFIP1	Homo sapiens (Human)
P22307	P22307	NLTP_HUMAN	SCP2	Homo sapiens (Human)
Q8N264	Q8N264	RHG24_HUMAN	ARHGAP24 FILGAP	Homo sapiens (Human)
Q53SB5	Q53SB5	Q53SB5_HUMAN	tmp_locus_29 DES hCG_14764	Homo sapiens (Human)
